

    1: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 23   9 24  11 14  12 19  13 16  17 20  18 21  22 25 "
 "   0  7   1 12   2 15   3  8   4 25   5 22   6 21   9 14  10 19  11 20  13 18  16 23  17 24 "
 "   0  9   1 22   2 13   3  4   5 14   6 23   7  8  10 17  11 18  12 25  15 20  16 19  21 24 "
 "   0 11   1 20   2  9   3 18   4 13   5 16   6 19   7 14   8 25  10 23  12 17  15 24  21 22 "
 "   0 13   1  8   2 23   3 16   4 21   5 10   6 11   7 20   9 18  12 15  14 25  17 22  19 24 "
 "   0 15   1 16   2 17   3 14   4 11   5  8   6 25   7 12   9 22  10 21  13 24  18 23  19 20 "



    2: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 23   9 24  11 14  12 19  13 16  17 20  18 21  22 25 "
 "   0  7   1 18   2  9   3 20   4 17   5 24   6 13   8 21  10 25  11 16  12 23  14 19  15 22 "
 "   0  9   1 14   2 23   3 18   4 21   5  8   6 25   7 12  10 15  11 20  13 24  16 19  17 22 "
 "   0 11   1 16   2 15   3 22   4 23   5  6   7  8   9 14  10 17  12 25  13 18  19 20  21 24 "
 "   0 13   1 24   2 19   3  6   4  9   5 14   7 20   8 15  10 21  11 22  12 17  16 25  18 23 "
 "   0 15   1 12   2 17   3  8   4  7   5 20   6 21   9 22  10 13  11 18  14 25  16 23  19 24 "



    3: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 23   9 24  11 14  12 19  13 16  17 20  18 21  22 25 "
 "   0  7   1 20   2 23   3  4   5 22   6 19   8 15   9 18  10 25  11 16  12 17  13 24  14 21 "
 "   0  9   1 16   2 21   3 24   4 11   5 12   6 23   7 20   8 17  10 19  13 18  14 25  15 22 "
 "   0 11   1 12   2 17   3 22   4 19   5 24   6 13   7  8   9 20  10 21  14 23  15 16  18 25 "
 "   0 13   1 24   2 15   3 18   4 21   5  8   6 25   7 12   9 14  10 17  11 22  16 23  19 20 "
 "   0 15   1  8   2 11   3  6   4  9   5 20   7 22  10 23  12 21  13 14  16 25  17 18  19 24 "



    4: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 23   9 24  11 14  12 19  13 16  17 20  18 21  22 25 "
 "   0  7   1 20   2 23   3 12   4 17   5  8   6 11   9 18  10 21  13 22  14 25  15 16  19 24 "
 "   0  9   1 12   2 25   3 18   4 23   5 14   6 21   7 16   8 17  10 19  11 24  13 20  15 22 "
 "   0 11   1 22   2 17   3  8   4  9   5 16   6 19   7 24  10 15  12 21  13 14  18 25  20 23 "
 "   0 13   1 24   2 15   3 22   4 21   5  6   7 18   8 19   9 10  11 20  12 17  14 23  16 25 "
 "   0 15   1 18   2  9   3  4   5 10   6 13   7 22   8 25  11 16  12 23  14 21  17 24  19 20 "



    5: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 23   9 24  11 14  12 19  13 16  17 20  18 21  22 25 "
 "   0  7   1 24   2 25   3  6   4 13   5 18   8 11   9 16  10 17  12 23  14 19  15 20  21 22 "
 "   0  9   1 22   2 17   3 18   4 25   5 16   6 15   7 12   8 21  10 19  11 24  13 14  20 23 "
 "   0 11   1  2   3 20   4 19   5 22   6 23   7 14   8 25   9 12  10 21  13 24  15 16  17 18 "
 "   0 13   1  8   2 15   3 22   4 17   5 10   6 11   7 18   9 20  12 21  14 23  16 25  19 24 "
 "   0 15   1 20   2 23   3 16   4 11   5  8   6 19   7 22   9 10  12 17  13 18  14 25  21 24 "

