

    1: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 19   9 20  11 14  12 21  13 18  16 23  17 24  22 25 "
 "   0  7   1  2   3 16   4 25   5 20   6 17   8 15   9 12  10 13  11 22  14 19  18 23  21 24 "
 "   0  9   1 12   2 17   3 14   4 13   5 18   6 23   7 20   8 11  10 19  15 24  16 25  21 22 "
 "   0 11   1 18   2  9   3  6   4 21   5 22   7  8  10 25  12 23  13 14  15 16  17 20  19 24 "
 "   0 13   1 24   2 15   3 20   4 11   5  8   6 25   7 12   9 18  10 23  14 21  16 19  17 22 "
 "   0 15   1 16   2 23   3 12   4 17   5  6   7 24   8 21   9 10  11 18  13 22  14 25  19 20 "



    2: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 19   9 20  11 14  12 21  13 18  16 23  17 24  22 25 "
 "   0  7   1 12   2  9   3 14   4 21   5 22   6 17   8 11  10 19  13 16  15 24  18 25  20 23 "
 "   0  9   1 16   2 25   3  4   5 14   6 21   7 24   8 23  10 13  11 18  12 19  15 20  17 22 "
 "   0 11   1  8   2 15   3 22   4  9   5 10   6 13   7 20  12 23  14 21  16 25  17 18  19 24 "
 "   0 13   1  2   3 20   4 17   5  8   6 19   7 12   9 16  10 23  11 24  14 25  15 22  18 21 "
 "   0 15   1 22   2 13   3 24   4 11   5 20   6 23   7 14   8 25   9 18  10 21  12 17  16 19 "



    3: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 19   9 20  11 14  12 21  13 18  16 23  17 24  22 25 "
 "   0  7   1 12   2 21   3  8   4 19   5 24   6 13   9 14  10 15  11 22  16 25  17 18  20 23 "
 "   0  9   1 10   2 19   3 24   4 25   5 16   6 17   7 18   8 11  12 23  13 14  15 20  21 22 "
 "   0 11   1 16   2 15   3  6   4 17   5 20   7 24   8 23   9 12  10 19  13 22  14 25  18 21 "
 "   0 13   1 18   2 25   3  4   5 10   6 23   7 20   8 17   9 22  11 24  12 19  14 21  15 16 "
 "   0 15   1 20   2 13   3 14   4 11   5  6   7  8   9 10  12 25  16 19  17 22  18 23  21 24 "



    4: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 19   9 20  11 14  12 21  13 18  16 23  17 24  22 25 "
 "   0  7   1 14   2 19   3 16   4 23   5 12   6 25   8 21   9 24  10 13  11 22  15 20  17 18 "
 "   0  9   1 22   2 13   3  4   5 18   6 23   7 20   8 15  10 17  11 24  12 19  14 21  16 25 "
 "   0 11   1  8   2  9   3 18   4 19   5 10   6 21   7 16  12 15  13 24  14 25  17 22  20 23 "
 "   0 13   1 16   2 21   3 24   4 25   5 20   6 19   7 22   8 23   9 14  10 15  11 18  12 17 "
 "   0 15   1 20   2 11   3 22   4 17   5  6   7 18   8 25   9 12  10 23  13 14  16 19  21 24 "



    5: |Aut(M)| =  1,  Cycles:28(6:8:12) 
 "   0  1   2  3   4  5   6  7   8  9  10 11  12 13  14 15  16 17  18 19  20 21  22 23  24 25 "
 "   0  3   1  4   2  5   6  9   7 10   8 13  11 12  14 17  15 18  16 21  19 22  20 25  23 24 "
 "   0  5   1  6   2  7   3 10   4 15   8 19   9 20  11 14  12 21  13 18  16 23  17 24  22 25 "
 "   0  7   1 24   2 23   3  8   4 11   5 14   6 25   9 16  10 13  12 19  15 20  17 22  18 21 "
 "   0  9   1 20   2 17   3 22   4 13   5  6   7 12   8 25  10 15  11 24  14 21  16 19  18 23 "
 "   0 11   1 22   2 19   3  6   4 17   5 18   7 24   8 15   9 12  10 21  13 14  16 25  20 23 "
 "   0 13   1  2   3 24   4 21   5 10   6 11   7 16   8 23   9 14  12 25  15 22  17 18  19 20 "
 "   0 15   1 10   2 11   3 20   4 19   5 16   6 13   7 22   8 17   9 18  12 23  14 25  21 24 "

